city,aqi
Beijing,127
Beijing,362
Mexico City,385
Mexico City,311
Beijing,186
Mexico City,198
London,385
Mexico City,396
Delhi,37
Tokyo,429
Delhi,319
Delhi,35
São Paulo,54
Delhi,185
Delhi,408
Mexico City,268
London,278
Delhi,490
Beijing,22
Delhi,246
Beijing,67
Beijing,162
Delhi,28
Tokyo,48
Mexico City,453
London,304
Tokyo,468
Tokyo,402
Los Angeles,191
Beijing,495
London,30
Beijing,320
Delhi,10
Beijing,306
Beijing,343
Beijing,282
Los Angeles,151
Beijing,380
Delhi,347
Delhi,253
London,215
Beijing,138
Beijing,224
Los Angeles,178
London,343
Beijing,351
Mexico City,444
Delhi,412
Tokyo,249
Mexico City,309
Los Angeles,488
Delhi,364
Mexico City,76
Beijing,0
Beijing,321
Mexico City,481
Los Angeles,380
Beijing,93
London,0
Delhi,131
Mexico City,354
Delhi,129
Delhi,179
Tokyo,139
Delhi,368
Tokyo,92
Beijing,191
Mexico City,10
Delhi,111
Mexico City,473
Tokyo,70
Mexico City,206
Beijing,125
Los Angeles,74
Los Angeles,116
Delhi,223
Mexico City,24
Mexico City,281
Los Angeles,215
Beijing,375
Beijing,303
Cairo,255
Mexico City,224
Beijing,325
São Paulo,337
Delhi,97
Beijing,187
Los Angeles,431
Los Angeles,305
Cairo,428
Mexico City,73
Beijing,40
Beijing,353
Delhi,185
Tokyo,212
Delhi,416
Beijing,99
Beijing,139
Delhi,127
Delhi,48
Mexico City,450
Delhi,26
Cairo,398
Tokyo,98
Delhi,160
London,110
Beijing,33
Delhi,372
Beijing,54
London,7
Mexico City,177
Delhi,278
Los Angeles,94
Los Angeles,460
Los Angeles,130
Beijing,470
London,112
Mexico City,300
Delhi,54
London,199
Beijing,402
Los Angeles,162
Mexico City,129
Beijing,264
Delhi,159
Mexico City,422
London,147
London,118
Mexico City,190
Delhi,90
Beijing,297
Los Angeles,91
Beijing,146
Los Angeles,248
Beijing,135
Delhi,174
Mexico City,104
Mexico City,465
Mexico City,267
Delhi,200
London,109
Beijing,333
Los Angeles,274
Mexico City,420
Beijing,1
Mexico City,412
Mexico City,382
Beijing,91
Mexico City,256
Delhi,362
Tokyo,324
Beijing,314
Delhi,73
Los Angeles,228
Delhi,427
São Paulo,414
Beijing,59
Delhi,182
Delhi,432
Delhi,30
Delhi,294
Delhi,10
Beijing,473
Beijing,318
Beijing,418
Delhi,231
Delhi,13
Delhi,383
Delhi,486
Beijing,448
Delhi,77
Beijing,314
Tokyo,55
Delhi,276
Delhi,196
Mexico City,91
Beijing,280
Delhi,282
Los Angeles,262
Los Angeles,254
Cairo,172
Tokyo,303
Mexico City,5
Mexico City,244
Beijing,251
Tokyo,285
Mexico City,464
Beijing,377
Delhi,385
Mexico City,445
Beijing,473
London,259
Delhi,244
London,429
Delhi,417
Mexico City,299
Beijing,387
Beijing,177
Beijing,103
Delhi,183
Delhi,336
London,381
Delhi,238
Los Angeles,241
Los Angeles,420
Delhi,389
Tokyo,243
Los Angeles,285
Los Angeles,312
London,21
Mexico City,226
São Paulo,242
Delhi,475
Delhi,247
Los Angeles,1
Delhi,354
Mexico City,415
Beijing,396
Beijing,373
Tokyo,59
Delhi,262
Delhi,309
Mexico City,449
Los Angeles,349
London,290
Delhi,419
Tokyo,173
Mexico City,248
London,442
Delhi,20
Beijing,376
Beijing,38
Mexico City,115
Delhi,214
Beijing,146
Mexico City,361
Beijing,206
Beijing,473
Delhi,349
London,187
Mexico City,46
Mexico City,319
Tokyo,10
Mexico City,358
Delhi,34
Mexico City,36
Cairo,340
Delhi,260
Mexico City,469
Delhi,39
London,154
Mexico City,234
Tokyo,463
Mexico City,438
Delhi,485
Beijing,399
Tokyo,212
Delhi,343
Delhi,343
Los Angeles,453
Beijing,17
Delhi,150
Delhi,162
Beijing,227
Mexico City,368
Beijing,141
Beijing,164
London,166
Delhi,254
Mexico City,329
Beijing,170
Beijing,338
Mexico City,339
Mexico City,61
Tokyo,1
Delhi,427
Delhi,387
Beijing,126
Beijing,223
Delhi,120
Tokyo,0
Los Angeles,177
Beijing,113
Beijing,191
Delhi,499
Beijing,327
Mexico City,259
Tokyo,344
Beijing,249
Delhi,340
Delhi,258
Delhi,267
Tokyo,467
Los Angeles,117
London,361
London,122
Delhi,66
Los Angeles,474
Los Angeles,370
Delhi,86
Beijing,443
Mexico City,226
Tokyo,177
Delhi,407
Tokyo,300
Tokyo,261
Tokyo,245
Delhi,478
Delhi,178
Mexico City,484
Beijing,242
Delhi,420
Los Angeles,25
Delhi,203
Beijing,233
Tokyo,427
Beijing,72
Tokyo,345
Beijing,455
Beijing,442
Delhi,235
Beijing,127
Beijing,420
London,48
Tokyo,444
Delhi,275
Delhi,106
Mexico City,231
Beijing,119
Delhi,294
Delhi,127
Delhi,436
Beijing,445
Delhi,417
Los Angeles,239
Beijing,38
Beijing,38
Beijing,76
Delhi,108
Tokyo,343
Mexico City,90
London,270
Beijing,423
Beijing,87
Delhi,182
Beijing,11
Mexico City,431
Beijing,146
Delhi,222
Delhi,126
Delhi,401
Beijing,57
Mexico City,461
Cairo,493
Delhi,497
Delhi,464
Delhi,3
Delhi,88
Mexico City,116
Delhi,338
São Paulo,298
London,387
Beijing,325
Tokyo,253
Mexico City,448
São Paulo,254
Delhi,234
São Paulo,142
Delhi,441
Beijing,355
Tokyo,353
Beijing,3
Delhi,4
Delhi,269
Delhi,305
Beijing,202
Beijing,376
Beijing,421
London,239
Delhi,422
London,129
Mexico City,287
Los Angeles,133
Los Angeles,147
Tokyo,338
Delhi,297
Mexico City,241
Tokyo,292
Los Angeles,230
Delhi,281
Mexico City,325
Los Angeles,237
Delhi,364
Mexico City,75
London,283
Beijing,287
Delhi,93
Beijing,183
Mexico City,475
Beijing,249
Mexico City,370
Beijing,383
London,132
Los Angeles,315
London,176
Beijing,428
Delhi,498
Los Angeles,154
Delhi,152
Beijing,186
Delhi,352
Beijing,188
Mexico City,208
Beijing,60
Beijing,224
Delhi,67
Beijing,340
Beijing,433
London,91
Tokyo,464
Cairo,457
Delhi,68
Delhi,211
Beijing,37
Mexico City,122
Los Angeles,138
Los Angeles,47
Beijing,400
Mexico City,403
Cairo,354
Delhi,395
London,492
Los Angeles,25
Delhi,496
Tokyo,127
London,156
Los Angeles,222
Delhi,124
Delhi,488
Mexico City,59
Delhi,257
Delhi,257
Beijing,21
Delhi,411
Los Angeles,253
Beijing,364
Delhi,404
Beijing,106
Delhi,173
Delhi,201
Beijing,175
Beijing,397
Beijing,104
Mexico City,173
Beijing,68
Mexico City,156
Beijing,21
Los Angeles,388
Mexico City,291
Delhi,215
Mexico City,460
Los Angeles,6
Delhi,240
Mexico City,428
Los Angeles,480
Delhi,454
Tokyo,305
Beijing,405
Los Angeles,446
Tokyo,251
São Paulo,235
Mexico City,392
Los Angeles,227
Delhi,369
Delhi,71
London,225
Beijing,161
London,174
Delhi,398
Delhi,476
Delhi,303
Beijing,219
Delhi,316
Beijing,68
São Paulo,379
Los Angeles,64
Los Angeles,454
Delhi,190
Beijing,215
Mexico City,207
Delhi,133
Beijing,65
Tokyo,317
Delhi,224
Tokyo,349
Delhi,108
Delhi,454
Delhi,455
Tokyo,280
Mexico City,313
Los Angeles,206
Beijing,210
London,95
Mexico City,352
Mexico City,491
Los Angeles,456
Los Angeles,375
Mexico City,19
Delhi,87
London,343
Delhi,12
São Paulo,177
Beijing,312
Delhi,308
Beijing,450
Mexico City,296
Beijing,172
London,43
Mexico City,266
Delhi,333
Beijing,432
Los Angeles,90
Tokyo,479
Beijing,405
Tokyo,306
Delhi,100
Mexico City,105
Los Angeles,177
Beijing,485
Delhi,409
Mexico City,138
Beijing,123
Delhi,37
Delhi,303
Los Angeles,240
Delhi,9
Beijing,351
Cairo,39
Los Angeles,45
Beijing,454
Beijing,473
Delhi,25
Beijing,434
Delhi,124
Delhi,254
Delhi,419
Mexico City,300
Delhi,285
Delhi,276
London,133
Delhi,136
Los Angeles,121
Beijing,423
Mexico City,133
Delhi,424
Delhi,160
London,361
Beijing,158
Delhi,124
Beijing,232
Beijing,392
Delhi,198
Beijing,496
Beijing,390
Mexico City,150
London,418
Beijing,344
Tokyo,264
Beijing,188
Beijing,14
Mexico City,461
Mexico City,290
Delhi,450
São Paulo,178
Tokyo,445
Delhi,102
Mexico City,353
Los Angeles,252
Tokyo,283
Mexico City,499
Delhi,165
Mexico City,150
Delhi,314
Mexico City,54
Mexico City,382
Mexico City,55
Delhi,455
Beijing,160
Mexico City,319
Beijing,285
Delhi,275
Delhi,65
London,208
Beijing,377
Mexico City,247
Beijing,469
London,324
Beijing,495
Delhi,363
Delhi,275
Delhi,64
London,49
Mexico City,105
Los Angeles,416
Los Angeles,208
London,434
São Paulo,244
Mexico City,144
Delhi,409
Delhi,294
Mexico City,64
Los Angeles,154
Mexico City,71
Beijing,343
Los Angeles,361
Beijing,380
Delhi,132
London,170
Mexico City,211
Delhi,10
Beijing,450
Mexico City,199
Beijing,99
Delhi,109
Mexico City,26
Mexico City,209
Delhi,490
Beijing,491
Mexico City,166
Beijing,16
Beijing,68
Beijing,166
Beijing,314
London,249
Beijing,352
São Paulo,239
Beijing,278
Mexico City,104
Beijing,245
Los Angeles,386
Tokyo,82
Beijing,146
Beijing,318
Tokyo,84
Tokyo,244
São Paulo,428
Delhi,142
Delhi,400
Beijing,234
Los Angeles,283
Delhi,238
Beijing,111
Mexico City,409
Delhi,473
Los Angeles,291
Delhi,139
London,181
Beijing,241
Mexico City,191
Beijing,450
Delhi,119
Beijing,379
London,304
Beijing,240
Delhi,398
Los Angeles,226
Delhi,92
Beijing,145
Beijing,394
Beijing,396
Delhi,345
Delhi,473
Delhi,357
Beijing,431
Mexico City,142
Mexico City,225
Delhi,329
Delhi,482
Mexico City,363
Beijing,6
London,358
Delhi,159
Delhi,69
Beijing,396
Mexico City,350
Beijing,479
Delhi,258
Delhi,483
Mexico City,371
Delhi,254
Mexico City,479
Delhi,475
Beijing,357
Delhi,302
São Paulo,97
Delhi,369
Delhi,212
London,274
Delhi,121
Delhi,145
Delhi,65
Mexico City,91
Beijing,167
London,322
Los Angeles,178
Beijing,432
Delhi,340
Los Angeles,307
London,265
London,289
Delhi,297
Mexico City,214
Los Angeles,215
Tokyo,186
Delhi,301
Los Angeles,463
Mexico City,240
London,34
Mexico City,387
London,284
Beijing,40
Delhi,71
Beijing,400
London,288
Delhi,206
Mexico City,176
São Paulo,434
Tokyo,48
Mexico City,177
Los Angeles,29
Delhi,449
Beijing,398
Beijing,134
Los Angeles,21
Delhi,96
Delhi,487
Mexico City,457
Beijing,161
London,138
Beijing,489
London,494
Beijing,201
Los Angeles,487
Los Angeles,396
Delhi,85
Beijing,87
Tokyo,109
Delhi,101
Mexico City,182
Delhi,307
Los Angeles,40
Delhi,472
Mexico City,101
Mexico City,452
Delhi,47
Beijing,381
London,261
Mexico City,402
São Paulo,172
Los Angeles,498
Mexico City,376
Mexico City,379
Tokyo,138
Beijing,191
Beijing,43
London,163
Tokyo,126
Beijing,250
Delhi,375
Mexico City,468
Los Angeles,239
Beijing,7
Los Angeles,267
Beijing,461
Beijing,163
Mexico City,464
Beijing,36
Los Angeles,61
Delhi,439
London,13
Beijing,263
Cairo,306
Los Angeles,440
Delhi,33
Cairo,122
Beijing,366
Beijing,107
Tokyo,180
Tokyo,72
Mexico City,147
Cairo,483
Beijing,128
Delhi,377
Delhi,416
Beijing,213
Mexico City,469
Beijing,244
Mexico City,46
Delhi,454
Beijing,64
Los Angeles,43
Delhi,364
Los Angeles,493
Los Angeles,457
Mexico City,491
Tokyo,463
Cairo,138
Delhi,437
Mexico City,436
Delhi,197
Beijing,358
Mexico City,7
Los Angeles,346
London,3
Los Angeles,160
Los Angeles,2
Mexico City,297
Delhi,253
Delhi,408
Beijing,145
Los Angeles,376
Delhi,488
Beijing,301
Delhi,322
Mexico City,449
Beijing,411
Delhi,342
Delhi,451
Beijing,327
Beijing,188
Tokyo,55
Delhi,58
Beijing,475
Mexico City,12
Mexico City,424
Beijing,404
Delhi,471
Tokyo,15
Cairo,457
Beijing,283
Mexico City,460
Delhi,262
Delhi,414
Delhi,249
Los Angeles,182
Delhi,485
Delhi,122
Delhi,49
Delhi,194
Beijing,305
Beijing,236
Mexico City,90
Beijing,213
Beijing,56
Los Angeles,16
Delhi,309
Delhi,242
London,214
Mexico City,107
Beijing,29
Delhi,55
Delhi,294
Delhi,305
London,487
Mexico City,264
Delhi,5
Delhi,306
Delhi,149
Delhi,479
Beijing,343
Beijing,455
Tokyo,414
Los Angeles,359
Tokyo,281
London,151
Tokyo,181
São Paulo,45
Beijing,78
Delhi,472
Delhi,81
Mexico City,74
Mexico City,473
Delhi,277
London,3
Los Angeles,222
Mexico City,330
Beijing,239
Delhi,284
Beijing,239
Delhi,383
Mexico City,63
Beijing,65
Delhi,162
Beijing,307
Mexico City,476
Beijing,306
Cairo,103
Delhi,415
Tokyo,443
Delhi,499
Delhi,420
São Paulo,339
Los Angeles,189
Mexico City,321
Los Angeles,347
Beijing,92
Los Angeles,99
Delhi,236
Los Angeles,9
Tokyo,377
London,469
Los Angeles,477
Mexico City,195
Beijing,102
Beijing,123
London,27
Mexico City,412
Beijing,383
Los Angeles,9
Delhi,78
London,82
London,327
Delhi,32
Delhi,121
Los Angeles,144
Delhi,474
São Paulo,468
Delhi,410
Delhi,88
Delhi,296
Los Angeles,30
Mexico City,54
London,255
Cairo,295
Mexico City,375
Delhi,21
Delhi,344
London,40
Delhi,351
Tokyo,347
London,452
Mexico City,75
Mexico City,462
Cairo,41
Los Angeles,496
Mexico City,224
Beijing,341
Beijing,492
Beijing,161
Tokyo,375
Mexico City,391
Los Angeles,254
Delhi,221
London,84
Beijing,281
Los Angeles,119
Delhi,121
Tokyo,403
Mexico City,325
Beijing,30
Beijing,157
Beijing,282
Beijing,369
Delhi,453
Beijing,210
Beijing,226
Beijing,98
Los Angeles,466
Beijing,127
Delhi,368
London,432
Beijing,350
Mexico City,268
Tokyo,209
Los Angeles,259
Beijing,86
Beijing,411
London,118
London,270
Delhi,78
Mexico City,464
London,361
London,280
Delhi,294
Beijing,129
Beijing,297
Delhi,20
Mexico City,162
Beijing,398
Delhi,121
Beijing,385
London,382
London,153
London,116
Tokyo,357
Cairo,55
Beijing,112
Delhi,238
London,167
Mexico City,360
Beijing,36
Cairo,8
Beijing,85
Tokyo,129
Mexico City,194
Delhi,333
London,188
Los Angeles,204
Mexico City,436
Mexico City,1
Delhi,289
Delhi,352
Delhi,295
Delhi,102
Beijing,96
Beijing,136
Delhi,326
Mexico City,248
Delhi,441
Delhi,455
Tokyo,400
São Paulo,216
London,146
Delhi,35
Los Angeles,227
Delhi,221
Mexico City,220
Tokyo,183
Beijing,301
Tokyo,58
Los Angeles,45
Beijing,76
Delhi,8
London,299
Beijing,228
Delhi,490
Delhi,357
Cairo,442
Delhi,27
Cairo,415
Mexico City,193
Beijing,121
Beijing,262
Los Angeles,291
Beijing,37
Delhi,71
Delhi,440
London,215
Mexico City,469
Beijing,367
Delhi,66
Beijing,108
Los Angeles,87
Delhi,429
São Paulo,165
London,367
Beijing,290
London,333
Mexico City,250
Mexico City,442
Delhi,460
Tokyo,136
Beijing,20
London,472
Delhi,246
Beijing,196
Cairo,133
Beijing,200
Delhi,464
London,410
Delhi,444
London,429
Tokyo,294
Delhi,358
Mexico City,379
São Paulo,196
Tokyo,422
Beijing,445
Mexico City,148
Mexico City,392
Delhi,141
Mexico City,219
Beijing,30
Beijing,192
Beijing,208
London,257
Delhi,276
Delhi,441
Delhi,214
Delhi,414
Cairo,94
Beijing,21
Delhi,127
Cairo,342
Delhi,265
Beijing,248
London,41
Los Angeles,71
Delhi,116
Los Angeles,4
Mexico City,156
Mexico City,211
Delhi,475
London,117
Mexico City,267
Los Angeles,123
Tokyo,172
London,309
Los Angeles,344
Delhi,249
Delhi,116
Mexico City,105
Delhi,219
Los Angeles,448
Los Angeles,167
Mexico City,251
Delhi,335
London,53
Mexico City,119
Beijing,97
Mexico City,42
Delhi,485
Los Angeles,496
Delhi,238
Mexico City,126
Delhi,370
Delhi,357
Delhi,498
Delhi,430
Tokyo,164
London,117
Delhi,14
Delhi,422
Los Angeles,298
Delhi,399
Beijing,11
Delhi,113
Mexico City,196
São Paulo,120
Delhi,97
Cairo,469
London,432
São Paulo,233
Los Angeles,40
London,263
Mexico City,437
London,161
Delhi,211
Los Angeles,324
Mexico City,235
Delhi,487
Delhi,11
Delhi,140
Beijing,359
Delhi,248
Delhi,351
Delhi,499
Mexico City,330
Delhi,307
Delhi,87
Beijing,267
Beijing,219
Delhi,217
São Paulo,412
Beijing,102
Delhi,2
Mexico City,18
London,379
Beijing,314
Delhi,375
Mexico City,186
Beijing,468
Beijing,63
São Paulo,284
São Paulo,344
Mexico City,161
Delhi,195
Mexico City,32
Cairo,266
Tokyo,429
Delhi,286
Delhi,272
Delhi,392
London,155
Beijing,253
Beijing,425
Beijing,284
Delhi,352
Tokyo,257
Beijing,44
Delhi,314
Los Angeles,323
Mexico City,36
Los Angeles,419
London,413
Delhi,127
Delhi,200
Delhi,109
Los Angeles,435
Tokyo,474
Beijing,248
Los Angeles,356
Los Angeles,99
Cairo,443
Beijing,190
Delhi,179
Los Angeles,96
London,459
Los Angeles,19
London,295
Beijing,210
Mexico City,279
Delhi,430
Beijing,130
Delhi,254
Delhi,12
Delhi,323
Mexico City,263
London,279
Beijing,490
Beijing,187
Delhi,196
Beijing,332
Delhi,469
Mexico City,142
Tokyo,33
Beijing,200
Mexico City,112
Los Angeles,232
Delhi,141
Beijing,188
Delhi,184
Beijing,116
Tokyo,278
Beijing,51
Beijing,419
Delhi,310
Beijing,285
Tokyo,119
Beijing,62
Los Angeles,161
Delhi,17
Delhi,142
Beijing,347
Tokyo,358
Delhi,357
Los Angeles,192
Delhi,2
Mexico City,400
Mexico City,43
Mexico City,204
Delhi,441
Delhi,414
Tokyo,294
Mexico City,310
Delhi,232
Beijing,212
Delhi,45
Beijing,432
Beijing,140
Delhi,280
Beijing,359
Mexico City,426
Tokyo,285
Los Angeles,27
Beijing,271
Los Angeles,221
Delhi,397
Mexico City,223
Delhi,364
Delhi,208
Mexico City,142
Delhi,326
Mexico City,461
Mexico City,164
Delhi,300
Beijing,397
Mexico City,64
Los Angeles,1
London,255
Beijing,460
London,211
Beijing,84
Delhi,402
Mexico City,415
Delhi,464
Delhi,412
Delhi,107
London,194
Tokyo,361
Cairo,333
Beijing,269
Beijing,237
London,451
Beijing,400
Beijing,37
Delhi,328
Mexico City,354
Mexico City,245
Beijing,484
Delhi,163
Los Angeles,288
Mexico City,4
Delhi,153
Beijing,484
Cairo,330
Mexico City,338
Mexico City,11
Mexico City,36
Cairo,276
Beijing,54
Delhi,194
Beijing,187
London,57
Delhi,478
Delhi,455
Delhi,445
Mexico City,238
Mexico City,57
Beijing,439
Delhi,456
Los Angeles,129
Delhi,356
Los Angeles,156
Delhi,424
Tokyo,492
Beijing,178
Mexico City,276
Delhi,303
Delhi,187
Los Angeles,486
Mexico City,375
Los Angeles,203
Mexico City,28
Mexico City,117
London,384
Beijing,8
Tokyo,75
Beijing,230
Beijing,9
Los Angeles,108
Delhi,496
Delhi,477
Delhi,100
Beijing,215
Mexico City,449
Delhi,33
Delhi,251
Beijing,422
Delhi,82
Delhi,481
Delhi,260
London,11
Los Angeles,96
Delhi,450
Delhi,37
Delhi,368
Beijing,153
Beijing,83
Tokyo,242
Los Angeles,373
Beijing,332
Delhi,156
Mexico City,170
Tokyo,245
Delhi,146
London,314
Delhi,221
Los Angeles,46
Delhi,223
Mexico City,70
Delhi,413
Beijing,217
Mexico City,52
Mexico City,117
Mexico City,44
Delhi,79
Los Angeles,258
Delhi,48
Mexico City,292
Delhi,457
Beijing,147
Beijing,19
Cairo,107
Mexico City,401
Delhi,429
Los Angeles,238
Delhi,104
Delhi,195
Beijing,323
Los Angeles,165
Tokyo,353
Tokyo,368
Delhi,291
Delhi,262
London,199
Delhi,240
Mexico City,411
Cairo,74
Delhi,218
Beijing,176
London,44
Mexico City,26
Tokyo,3
Mexico City,339
Beijing,460
London,46
Los Angeles,413
Tokyo,134
Beijing,440
Beijing,18
Beijing,127
Delhi,214
São Paulo,133
Cairo,487
Beijing,296
Cairo,183
Beijing,448
London,484
Mexico City,445
Los Angeles,368
Los Angeles,162
Mexico City,374
London,433
Beijing,218
London,193
Delhi,409
Delhi,89
Los Angeles,474
Los Angeles,76
Tokyo,363
Delhi,291
Delhi,59
Beijing,37
London,132
Cairo,280
London,284
Beijing,10
London,277
Delhi,113
Tokyo,195
Mexico City,443
Beijing,357
Mexico City,452
Los Angeles,338
Delhi,344
Delhi,441
Los Angeles,47
Cairo,220
Mexico City,454
Delhi,295
Mexico City,130
Delhi,333
Beijing,39
Delhi,400
Beijing,174
Beijing,203
Delhi,80
Beijing,122
Mexico City,352
Delhi,34
Delhi,162
Beijing,467
Los Angeles,298
London,485
Beijing,482
Los Angeles,62
London,221
Mexico City,478
Beijing,156
Delhi,1
Delhi,296
Beijing,208
Beijing,305
Cairo,209
Delhi,282
Beijing,51
São Paulo,51
Mexico City,48
Delhi,9
Cairo,335
Beijing,432
Delhi,191
Beijing,96
Delhi,375
London,19
Delhi,23
London,287
Delhi,7
Tokyo,76
Delhi,140
Tokyo,479
Delhi,248
London,343
London,163
Mexico City,498
Delhi,447
Mexico City,408
Mexico City,138
Mexico City,159
Mexico City,72
Cairo,343
São Paulo,383
Beijing,214
Delhi,5
Delhi,118
Los Angeles,271
São Paulo,272
Beijing,200
Delhi,467
Beijing,55
Beijing,4
São Paulo,166
Mexico City,461
Delhi,479
Beijing,126
Delhi,268
Mexico City,42
Mexico City,182
Delhi,497
Beijing,234
Tokyo,54
London,361
Mexico City,484
Beijing,158
São Paulo,300
Los Angeles,333
Cairo,427
Delhi,474
Delhi,317
Delhi,356
London,17
Mexico City,155
Delhi,379
Cairo,464
Cairo,366
Delhi,158
Mexico City,85
Mexico City,298
Delhi,44
Mexico City,384
Delhi,190
Tokyo,333
London,12
Tokyo,136
Los Angeles,1
Delhi,153
Beijing,416
Los Angeles,173
Beijing,408
Los Angeles,257
Beijing,232
Delhi,334
Beijing,226
Mexico City,285
Beijing,186
Mexico City,493
Beijing,74
Los Angeles,425
Mexico City,322
Mexico City,284
Beijing,166
Beijing,124
Delhi,146
Mexico City,189
Delhi,39
London,56
London,271
Beijing,388
London,490
Mexico City,189
Delhi,460
Los Angeles,381
São Paulo,94
Delhi,120
Delhi,232
Mexico City,87
Beijing,235
Mexico City,88
Mexico City,183
Los Angeles,175
Delhi,122
Beijing,54
London,371
Beijing,7
Beijing,188
Delhi,366
Delhi,391
Beijing,194
Beijing,37
Los Angeles,379
Mexico City,448
Tokyo,89
London,378
Delhi,282
Delhi,165
London,481
Beijing,361
Beijing,113
Delhi,290
Mexico City,116
Delhi,136
Delhi,363
Beijing,176
Los Angeles,152
Delhi,284
Los Angeles,119
Beijing,251
Beijing,74
Beijing,110
Delhi,156
Beijing,425
London,147
Delhi,470
Cairo,135
Delhi,338
Beijing,388
Mexico City,303
London,222
Delhi,360
Delhi,374
Mexico City,111
Delhi,191
Mexico City,137
London,67
Delhi,10
London,152
Delhi,29
Tokyo,235
Cairo,139
Mexico City,61
São Paulo,63
London,139
Delhi,194
Delhi,204
Delhi,148
Beijing,422
Mexico City,424
Beijing,135
Mexico City,495
Beijing,127
Delhi,130
Delhi,120
São Paulo,92
Beijing,160
Beijing,123
Delhi,19
São Paulo,37
Delhi,33
Mexico City,266
Delhi,331
Delhi,420
Los Angeles,221
Mexico City,159
Mexico City,405
Delhi,379
São Paulo,391
Mexico City,459
Cairo,380
Delhi,8
Beijing,126
Beijing,292
Los Angeles,191
Los Angeles,135
Beijing,70
Delhi,304
Delhi,456
Delhi,21
London,119
Delhi,5
Delhi,465
Beijing,42
Delhi,162
Cairo,386
Beijing,142
Tokyo,184
Mexico City,160
Mexico City,430
Beijing,469
Mexico City,119
Mexico City,198
Delhi,124
Tokyo,54
Beijing,74
Beijing,451
Beijing,444
Mexico City,310
Beijing,379
Beijing,469
Delhi,24
Beijing,355
Delhi,390
London,253
Beijing,396
Cairo,111
Mexico City,40
Los Angeles,132
Tokyo,56
Delhi,460
Mexico City,334
Delhi,73
Delhi,102
Beijing,26
Mexico City,11
London,4
Delhi,359
Los Angeles,462
Delhi,350
Delhi,41
Delhi,41
Mexico City,320
Beijing,83
Delhi,36
Delhi,97
Mexico City,367
London,336
Delhi,313
Los Angeles,146
Mexico City,158
Beijing,145
Delhi,467
Tokyo,236
Beijing,95
Beijing,141
London,277
London,318
Los Angeles,63
London,17
Delhi,163
Los Angeles,296
Beijing,418
London,73
Beijing,399
Delhi,13
Beijing,379
Los Angeles,175
Beijing,49
Los Angeles,420
Delhi,364
Delhi,109
Mexico City,331
Beijing,92
Mexico City,464
Cairo,265
Mexico City,475
Beijing,284
Beijing,227
Tokyo,296
Mexico City,96
London,311
Beijing,92
Los Angeles,289
Delhi,62
Los Angeles,74
Tokyo,71
Tokyo,254
Delhi,119
London,106
Delhi,191
Beijing,249
Mexico City,457
Beijing,65
Beijing,298
Mexico City,284
Mexico City,230
Mexico City,390
Beijing,369
Los Angeles,450
Beijing,487
Delhi,430
Beijing,177
Los Angeles,89
Delhi,262
Delhi,225
Tokyo,229
London,3
Mexico City,447
Los Angeles,189
Cairo,274
Mexico City,267
Delhi,477
Mexico City,367
Tokyo,108
Mexico City,138
Delhi,148
Tokyo,203
Los Angeles,250
Beijing,433
São Paulo,114
Los Angeles,328
London,191
Tokyo,281
Delhi,48
Los Angeles,248
Beijing,326
London,256
London,11
London,150
Los Angeles,166
Los Angeles,32
Delhi,181
Beijing,289
Delhi,201
London,436
Mexico City,258
Mexico City,498
Delhi,375
Mexico City,47
Beijing,305
São Paulo,101
London,186
Beijing,352
London,437
Delhi,278
Delhi,244
Mexico City,434
Los Angeles,337
Delhi,179
Delhi,104
Beijing,288
Delhi,1
Beijing,453
Beijing,459
Tokyo,333
Beijing,139
Delhi,110
Delhi,329
Delhi,387
Los Angeles,318
Beijing,73
Delhi,469
Tokyo,53
Los Angeles,19
Delhi,169
Delhi,110
London,245
Mexico City,298
Tokyo,343
Delhi,108
Los Angeles,394
Delhi,115
Beijing,320
Los Angeles,324
Los Angeles,374
Delhi,352
Delhi,499
Los Angeles,102
Delhi,13
Beijing,12
Delhi,430
Delhi,408
London,278
Delhi,436
Beijing,194
Mexico City,156
Delhi,85
Mexico City,197
Beijing,495
London,416
Los Angeles,305
Los Angeles,349
Beijing,310
London,56
Mexico City,77
Beijing,8
Delhi,410
Delhi,305
Delhi,244
Delhi,160
Tokyo,56
São Paulo,52
Delhi,34
Tokyo,441
Los Angeles,491
Beijing,43
Cairo,6
Los Angeles,7
Mexico City,435
Delhi,497
Delhi,62
Tokyo,419
Delhi,346
Delhi,302
Delhi,107
Beijing,328
Beijing,268
Tokyo,213
Beijing,15
Tokyo,125
Mexico City,422
Beijing,171
Delhi,127
Delhi,454
London,389
Los Angeles,470
Beijing,437
Tokyo,34
London,236
Delhi,86
Mexico City,481
Los Angeles,273
London,322
Delhi,435
Delhi,100
Beijing,135
Delhi,218
Delhi,359
Mexico City,144
Beijing,130
Delhi,369
Mexico City,29
Delhi,408
Beijing,428
Los Angeles,56
Tokyo,310
Delhi,105
London,101
Tokyo,20
Mexico City,352
São Paulo,347
Delhi,131
Delhi,316
London,5
Beijing,117
Beijing,177
Delhi,320
Delhi,332
Delhi,218
Delhi,166
Cairo,348
Delhi,226
London,408
Delhi,258
Beijing,91
Tokyo,415
Delhi,325
Delhi,406
London,297
Delhi,418
Delhi,200
Cairo,155
Beijing,179
Mexico City,403
Delhi,483
Delhi,146
Beijing,24
Mexico City,25
